"","id10","N","dec10","grp10"
"98","E148",6,"Diabetes mellitus, no especificada con complicaciones no especificadas",""
"99","E149",1,"Diabetes mellitus, no especificada sin mencion de complicacion",""
"100","E161",1,"Otras hipoglicemias",""
"101","E162",8,"Hipoglicemia , no especificada",""
"102","E230",2,"Hipopituitarismo",""
"103","E301",1,"Pubertad precoz",""
"104","E538",1,"Deficiencia de otras vitaminas del grupo b",""
"105","E643",1,"Secuelas del raquitismo",""
"106","E668",2,"Otros tipos de obesidad",""
"107","E669",4,"Obesidad, no especificada",""
"108","E835",1,"Trastornos del metabolismo del calcio",""
"109","E840",1,"Fibrosis quistica con manifestaciones pulmonares",""
"110","E849",6,"Fibrosis quistica, sin otra especificacion",""
"111","E871",2,"Hiposmolaridad e hipernatremia",""
"112","E881",3,"Lipodistrofia, no clasificada en otra parte",""
"113","E882",2,"Lipomatosis, no clasificada en otra parte",""
"114","E889",1,"Trastorno metabolico, no especificado",""
"115","F059",1,"Delirio, no especificado",""
"116","F078",1,"Otros trastornos organicos de la personalidad y del comportamiento debidos a enfermedad, lesion y disfuncion cerebrales",""
"117","F100",1,"Trastornos mentales y del comportamiento debidos al uso del alcohol: intoxicacion aguda",""
"118","F103",8,"Trastornos mentales y del comportamiento debidos al uso del alcohol: estado de abstinencia",""
"119","F109",1,"Trastornos mentales y del comportamiento debidos al uso del alcohol: trastorno mental y del comportamiento, no especificado",""
"120","F130",5,"Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnoticos: intoxicacion aguda",""
"121","F142",3,"Trastornos mentales y del comportamiento debidos al uso de cocaina: sindrome de dependencia",""
"122","F162",2,"Trastornos mentales y del comportamiento debidos al uso de alucinogenos: sindrome de dependencia",""
"123","F192",1,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: sindrome de dependencia",""
"124","F193",4,"Trastornos mentales y del comportamiento debidos al uso de multiples drogas y al uso de otras sustancias psicoactivas: estado de abstinencia",""
"125","F200",1,"Esquizofrenia paranoide",""
"126","F209",5,"Esquizofrenia, no especificada",""
"127","F220",1,"Trastorno delirante",""
"128","F239",3,"Trastorno psicotico agudo y transitorio, no especificado de tipo esquizofrenico",""
"129","F250",1,"Trastorno esquizoafectivo de tipo maniaco",""
"130","F312",1,"Trastorno afectivo bipolar, episodio maniaco presente con sintomas psicoticos",""
"131","F319",1,"Trastorno afectivo bipolar, no especificado",""
"132","F321",4,"Episodio depresivo moderado",""
"133","F322",5,"Episodio depresivo grave sin sintomas psicoticos",""
"134","F323",1,"Episodio depresivo grave con sintomas psicoticos",""
"135","F329",22,"Episodio depresivo, no especificado",""
"136","F333",1,"Trastorno depresivo recurrente, episodio depresivo grave presente, con sintomas psicoticos",""
"137","F349",1,"Trastorno persistente del humor [afectivo], no especificado",""
"138","F410",2,"Trastorno de panico [ansiedad paroxistica episodica]",""
"139","F412",1,"Trastorno mixto de ansiedad y depresion",""
"140","F431",1,"Trastorno de estres postraumatico",""
"141","F432",1,"Trastornos de adaptacion",""
"142","F439",1,"Reaccion al estres grave, no especificada",""
"143","F448",4,"Otros trastornos disociativos [de conversion]",""
"144","F449",3,"Trastorno disociativo [de conversion], no especificado",""
"145","F603",1,"Trastorno de la personalidad emocionalmente inestable",""
"146","F609",4,"Trastorno de la personalidad, no especificado",""
"147","F711",1,"Retraso mental moderado: deterioro del comportamiento significativo, que requiere atencion o tratamiento",""
"148","F790",1,"Retraso mental, no especificado: deterioro del comportamiento nulo o minimo",""
"149","G009",1,"Meningitis bacteriana, no especificada",""
"150","G049",1,"Encefalitis, mielitis y encefalomielitis, no especificadas",""
"151","G062",1,"Absceso extradural y subdural, no especificado",""
"152","G409",4,"Epilepsia, tipo no especificado",""
"153","G459",5,"Isquemia cerebral transitoria, sin otra especificacion",""
"154","G473",5,"Apnea del sueño",""
"155","G479",1,"Trastorno del sueño, no especificado",""
"156","G510",1,"Paralisis de bell",""
"157","G549",1,"Trastorno de la raiz y plexos nerviosos, no especificado",""
"158","G560",14,"Sindrome del tunel carpiano",""
"159","G610",1,"Sindrome de guillain",""
"160","G724",1,"Miopatia inflamatoria, no clasificada en otra parte",""
"161","G800",1,"Paralisis cerebral espastica",""
"162","G801",1,"Diplejia espastica",""
"163","G822",1,"Paraplejia, no especificada",""
"164","G825",1,"Cuadriplejia, no especificada",""
"165","G931",1,"Lesion cerebral anoxica, no clasificada en otra parte",""
"166","G939",1,"Trastorno del encefalo, no especificado",""
"167","G960",1,"Perdida de liquido cefalorraquideo",""
"168","H023",1,"Blefarocalasia",""
"169","H024",2,"Blefaroptosis",""
"170","H045",1,"Estenosis e insuficiencia de las vias lagrimales",""
"171","H103",1,"Conjuntivitis aguda, no especificada",""
"172","H110",1,"Pterigion",""
"173","H251",2,"Catarata senil nuclear",""
"174","H268",1,"Otras formas especificadas de catarata",""
"175","H351",2,"Retinopatia de la prematuridad",""
"176","H431",1,"Hemorragia del vitreo",""
"177","H522",1,"Astigmatismo",""
"178","H652",1,"Otitis media cronica serosa",""
"179","H669",2,"Otitis media, no especificada",""
"180","H738",1,"Otros trastornos especificados de la membrana timpanica",""
"181","H819",4,"Trastorno de la funcion vestibular, no especificado",""
"182","I060",1,"Estenosis aortica reumatica",""
"183","I110",1,"Enfermedad cardiaca hipertensiva con insuficiencia cardiaca (congestiva)",""
"184","I159",4,"Hipertension secundaria, no especificada",""
"185","I200",3,"Angina inestable",""
"186","I209",3,"Angina de pecho, no especificada",""
"187","I210",1,"Infarto transmural agudo del miocardio de la pared anterior",""
"188","I219",16,"Infarto agudo del miocardio, sin otra especificacion",""
"189","I259",3,"Enfermedad isquemia cronica del corazon, no especificada",""
"190","I269",7,"Embolia pulmonar sin mencion de corazon pulmonar agudo",""
"191","I270",4,"Hipertension pulmonar primaria",""
"192","I272",7,"Otras hipertensiones pulmonares secundarias",""
"193","I340",1,"Insuficiencia (de la valvula) mitral",""
"194","I350",1,"Estenosis (de la valvula) aortica",""
"195","I420",1,"Cardiomiopatia dilatada",""
"196","I422",1,"Otras cardiomiopatia hipertroficas",""
"197","I442",4,"Bloqueo auriculoventricular completo",""
"198","I453",1,"Bloqueo trifascicular",""
"199","I455",1,"Otros tipos especificados de bloqueo del corazon",""
"200","I479",4,"Taquicardia paroxistica, no especificada",""
"201","I490",4,"Fibrilacion y aleteo ventricular",""
"202","I498",1,"Otras arritmias cardiacas especificadas",""
"203","I499",3,"Arritmia cardiaca, no especificada",""
"204","I500",16,"Insuficiencia cardiaca congestiva",""
"205","I501",1,"Insuficiencia ventricular izquierda",""
"206","I509",22,"Insuficiencia cardiaca, no especificada",""
"207","I516",1,"Enfermedad cardiovascular, no especificada",""
"208","I519",3,"Enfermedad cardiaca, no especificada",""
"209","I609",1,"Hemorragia subaracnoidea, no especificada",""
"210","I619",2,"Hemorragia intraencefalica, no especificada",""
"211","I620",4,"Hemorragia subdural (aguda) (no traumatica)",""
"212","I639",2,"Infarto cerebral, no especificado",""
"213","I652",1,"Oclusion y estenosis de arteria carotida",""
"214","I678",24,"Otras enfermedades cerebrovasculares especificadas",""
"215","I710",1,"Diseccion de aorta (cualquier parte)",""
"216","I714",1,"Aneurisma de la aorta abdominal, sin mencion de ruptura",""
"217","I723",1,"Aneurisma de arteria iliaca",""
"218","I739",1,"Enfermedad vascular periferica, no especificada",""
"219","I749",2,"Embolia y trombosis de arteria no especificada",""
"220","I770",2,"Fistula arteriovenosa, adquirida",""
"221","I771",1,"Estrechez arterial",""
"222","I776",4,"Arteritis, no especificada",""
"223","I781",1,"Nevo, no neoplasico",""
"224","I802",4,"Flebitis y tromboflebitis de otros vasos profundos de los miembros inferiores",""
"225","I803",1,"Flebitis y tromboflebitis de los miembros inferiores, no especificada",""
"226","I822",1,"Embolia y trombosis de vena cava",""
"227","I828",1,"Embolia y trombosis de otras venas especificadas",""
"228","I829",13,"Embolia y trombosis de vena no especificada",""
"229","I830",1,"Venas varicosas de los miembros inferiores con ulcera",""
"230","I839",3,"Venas varicosas de los miembros inferiores sin ulcera ni inflamacion",""
"231","I861",2,"Varices escrotales",""
"232","I871",1,"Compresion de vena",""
"233","I880",1,"Linfadenitis mesenterica inespecifica",""
"234","I889",1,"Linfadenitis inespecifica no especificada",""
"235","J019",1,"Sinusitis aguda, no especificada",""
"236","J029",1,"Faringitis aguda, no especificada",""
"237","J040",1,"Laringitis aguda",""
"238","J101",1,"Influenza con otras manifestaciones respiratorias, debida a virus de la influenza identificado",""
"239","J110",1,"Influenza con neumonia, virus no identificado",""
"240","J120",1,"Neumonia debida a adenovirus",""
"241","J121",1,"Neumonia debida a virus sincitial respiratorio",""
"242","J129",16,"Neumonia viral, no especificada",""
"243","J151",1,"Neumonia debida a pseudomonas",""
"244","J157",1,"Neumonia debida a mycoplasma pneumoniae",""
"245","J159",9,"Neumonia bacteriana, no especificada",""
"246","J180",4,"Bronconeumonia, no especificada",""
"247","J181",10,"Neumonia lobar, no especificada",""
"248","J189",113,"Neumonia, no especificada",""
"249","J204",3,"Bronquitis aguda debida a virus parainfluenza",""
"250","J205",3,"Bronquitis aguda debida a virus sincitial respiratorio",""
"251","J208",3,"Bronquitis aguda debida a otros microorganismos especificados",""
"252","J209",38,"Bronquitis aguda, no especificada",""
"253","J210",2,"Bronquiolitis aguda debida a virus sincitial respiratorio",""
"254","J219",15,"Bronquiolitis aguda, no especificada",""
"255","J328",1,"Otras sinusitis cronicas",""
"256","J329",1,"Sinusitis cronica, no especificada",""
"257","J342",6,"Desviacion del tabique nasal",""
"258","J350",1,"Amigdalitis cronica",""
"259","J352",2,"Hipertrofia de las adenoides",""
"260","J353",2,"Hipertrofia de las amigdalas con hipertrofia de las adenoides",""
"261","J359",1,"Enfermedad cronicas de las amigdalas y de las adenoides, no especificada",""
"262","J392",1,"Otras enfermedades de la faringe",""
"263","J441",2,"Enfermedad pulmonar obstructiva cronica con exacerbacion aguda, no especificada",""
"264","J448",5,"Otras enfermedades pulmonares obstructivas cronicas especificadas",""
"265","J449",14,"Enfermedad pulmonar obstructiva cronica, no especificada",""
"266","J459",6,"Asma, no especificada",""
"267","J634",1,"Siderosis",""
"268","J690",4,"Neumonitis debida a aspiracion de alimento o vomito",""
"269","J841",7,"Otras enfermedades pulmonares intersticiales con fibrosis",""
"270","J869",2,"Piotorax sin fistula",""
"271","J931",1,"Otros tipos de neumotorax espontaneo",""
"272","J939",2,"Neumotorax, no especificado",""
"273","J942",1,"Hemotorax",""
"274","J960",6,"Insuficiencia respiratoria aguda",""
"275","J969",11,"Insuficiencia respiratoria, no especificada",""
"276","K006",1,"Alteraciones en la erupcion dentaria",""
"277","K011",1,"Dientes impactados",""
"278","K029",1,"Caries dental, no especificada",""
"279","K088",1,"Otras afecciones especificadas de los dientes y de sus estructuras de sosten",""
"280","K099",1,"Quiste de la region bucal, sin otra especificacion",""
"281","K102",1,"Afecciones inflamatorias de los maxilares",""
"282","K108",1,"Otras enfermedades especificadas de los maxilares",""
"283","K121",1,"Otras formas de estomatitis",""
"284","K219",3,"Enfermedad del reflujo gastroesofagico sin esofagitis",""
"285","K250",2,"Ulcera gastrica aguda con hemorragia",""
"286","K259",2,"Ulcera gastrica no especificada como aguda ni cronica, sin hemorragia ni perforacion",""
"287","K275",1,"Ulcera peptica, de sitio no especificado cronica o no especificada, con perforacion",""
"288","K291",1,"Otras gastritis agudas",""
"289","K314",4,"Diverticulo gastrico",""
"290","K402",8,"Hernia inguinal bilateral, sin obstruccion ni gangrena",""
"291","K409",44,"Hernia inguinal unilateral o no especificada, sin obstrucion ni gangrena",""
"292","K419",2,"Hernia femoral unilateral o no especificada, sin obstruccion ni gangrena",""
"293","K429",8,"Hernia umbilical sin obstruccion ni gangrena",""
"294","K430",1,"Hernia ventral con obstruccion, sin gangrena",""
"295","K439",5,"Hernia ventral sin obstruccion ni gangrena",""
"296","K449",1,"Hernia diafragmatica sin obstruccion ni gangrena",""
"297","K461",1,"Hernia abdominal no especificada, con gangrena",""
"298","K469",1,"Hernia abdominal no especificada, sin obstruccion ni gangrena",""
"299","K519",2,"Colitis ulcerativa, sin otra especificacion",""
"300","K561",1,"Invaginacion",""
"301","K564",3,"Otras obstrucciones del intestino",""
"302","K566",11,"Otras obstrucciones intestinales y las no especificadas",""
"303","K567",1,"Ileo, no especificado",""
"304","K579",4,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",""
"305","K590",2,"Constipacion",""
"306","K591",1,"Diarrea funcional",""
"307","K593",1,"Megacolon, no clasificado en otra parte",""
"308","K603",1,"Fisura anal",""
"309","K605",2,"Fistula anorrectal",""
"310","K610",2,"Absceso anal",""
"311","K625",1,"Hemorragia del ano y del recto",""
"312","K658",1,"Otras peritonitis",""
"313","K659",4,"Peritonitis, no especificada",""
"314","K703",2,"Cirrosis hepatica alcoholica",""
"315","K709",1,"Enfermedad hepatica alcoholica, no especificada",""
"316","K729",3,"Insuficiencia hepatica, no especificada",""
"317","K746",3,"Otras cirrosis del higado y la no especificadas",""
"318","K758",1,"Otras enfermedades inflamatorias del higado, especificadas",""
"319","K769",10,"Enfermedad del higado, no especificada",""
"320","K800",7,"Calculo de la vesicula biliar con colecistitis aguda",""
"321","K801",3,"Calculo de la vesicula biliar con otra colecistitis",""
"322","K802",14,"Calculo de la vesicula biliar sin colecistitis",""
"323","K805",11,"Calculo de conducto biliar sin colangitis ni colecistitis",""
"324","K808",33,"Otras colelitiasis",""
"325","K810",38,"Colecistitis aguda",""
"326","K811",1,"Colecistitis cronica",""
"327","K820",2,"Obstruccion de la vesicula biliar",""
"328","K830",8,"Colangitis",""
"329","K831",4,"Obstruccion del conducto biliar",""
"330","K913",1,"Obstrucion intestinal postoperatoria",""
"331","K918",1,"Otros trastornos del sistema digestivo consecutivos a procedimientos, no clasificados en otra parte",""
"332","K920",6,"Hematemesis",""
"333","K921",3,"Melena",""
"334","K922",5,"Hemorragia gastrointestinal, no especificada",""
"335","K929",1,"Enfermedad del sistema digestivo, no especificada",""
"336","L021",1,"Absceso cutaneo, furunculo y antrax de la cuello",""
"337","L022",2,"Absceso cutaneo, furunculo y antrax del tronco",""
"338","L023",4,"Absceso cutaneo, furunculo y antrax de gluteos",""
"339","L024",1,"Absceso cutaneo, furunculo y antrax de miembro",""
"340","L029",2,"Absceso cutaneo, furunculo y antrax de sitio no especificado",""
"341","L030",1,"Celulitis de los dedos de la mano y del pie",""
"342","L031",17,"Celulitis de otras partes de los miembros",""
"343","L032",1,"Celulitis de la cara",""
"344","L059",4,"Quiste pilonidal sin absceso",""
"345","L080",1,"Pioderma",""
"346","L089",2,"Infeccion local de la piel y del tejido subcutaneo, no especificada",""
"347","L509",1,"Urticaria, no especificada",""
"348","L574",1,"Piel laxa senil",""
"349","L720",2,"Quiste epidermico",""
"350","L908",1,"Otros trastornos atroficos de la piel",""
"351","L910",2,"Cicatriz queloide",""
"352","L984",1,"Ulcera cronica de la piel, no clasificada en otra parte",""
"353","L988",1,"Otros trastornos especificados de la piel y del tejido subcutaneo",""
"354","M009",1,"Artritis piogena, no especificada",""
"355","M069",1,"Artritis reumatoide, no especificada",""
"356","M139",1,"Artritis, no especificada",""
"357","M160",2,"Coxartrosis primaria, bilateral",""
"358","M161",1,"Otras coxartrosis primarias",""
"359","M169",16,"Coxartrosis, no especificada",""
"360","M179",1,"Gonartrosis, no especificada",""
"361","M190",6,"Artrosis primaria de otras articulaciones",""
"362","M199",1,"Artrosis, no especificada",""
"363","M201",1,"Hallux valgus (adquirido)",""
"364","M215",1,"Mano o pie en garra o en talipes, pie equinovaro o zambo adquiridos",""
"365","M230",2,"Menisco quistico",""
"366","M231",5,"Menisco discoide (congenito)",""
"367","M233",8,"Otros trastornos de los meniscos",""
"368","M236",1,"Otra ruptura espontanea del (de los) ligamento(s) de la rodilla",""
"369","M238",7,"Otros trastornos internos de la rodilla",""
"370","M239",6,"Trastornos interno de la rodilla, no especificado",""
"371","M255",4,"Dolor en articulacion",""
"372","M258",1,"Otros trastornos articulares especificados",""
"373","M300",1,"Poliarteritis nudosa",""
"374","M430",1,"Espondilolisis",""
"375","M480",2,"Estenosis espinal",""
"376","M508",1,"Otros trastornos del disco cervical",""
"377","M512",13,"Otros desplazamientos especificados de disco intervertebral",""
"378","M518",1,"Otros trastornos especificados de los discos intervertebrales",""
"379","M519",4,"Trastornos de los discos intervertebrales, no especificado",""
"380","M541",1,"Radiculopatia",""
"381","M542",1,"Cervicalgia",""
"382","M543",1,"Ciatica",""
"383","M544",2,"Lumbago con ciatica",""
"384","M545",4,"Lumbago no especificado",""
"385","M549",1,"Dorsalgia, no especificada",""
"386","M629",1,"Trastorno muscular, no especificado",""
"387","M662",1,"Ruptura espontanea de tendones extensores",""
"388","M664",1,"Ruptura espontanea de otros tendones",""
"389","M673",1,"Sinovitis transitoria",""
"390","M679",1,"Hipertrofia sinovial y tendinoso, no especificado",""
"391","M707",2,"Otras bursitis de la cadera",""
"392","M719",2,"Bursopatia, no especificada",""
"393","M722",1,"Fibromatosis de la aponeurosis plantar",""
"394","M750",1,"Capsulitis adhesiva del hombro",""
"395","M751",8,"Sindrome de manguito rotatorio",""
"396","M766",1,"Tendinitis aquiliana",""
"397","M770",2,"Epicondilitis media",""
"398","M771",1,"Epicondilitis lateral",""
"399","M795",1,"Cuerpo extraño residual en tejido blando",""
"400","M840",1,"Consolidacion defectuosa de fractura",""
"401","M865",1,"Otras osteomielitis hematogenas cronicas",""
"402","M868",3,"Otras osteomielitis",""
"403","M869",1,"Osteomielitis, no especificada",""
"404","M892",1,"Otros trastornos del desarrollo y crecimiento oseo",""
"405","M911",1,"Osteocondrosis juvenil de la cabeza del femur [legg",""
"406","M939",1,"Osteocondropatia, no especificada",""
"407","M950",1,"Deformidad adquirida de la nariz",""
"408","M960",1,"Seudoartrosis consecutiva a fusion o artrodesis",""
"409","N039",1,"Sindrome nefritico cronico: no especificada",""
"410","N049",3,"Sindrome nefrotico: no especificada",""
"411","N111",5,"Pielonefritis cronica obstructiva",""
"412","N132",1,"Hidronefrosis con obstruccion por calculos del riñon y del ureter",""
"413","N133",1,"Otras hidronefrosis y las no especificadas",""
"414","N135",1,"Torsion y estrechez del ureter sin hidronefrosis",""
"415","N179",2,"Insuficiencia renal aguda, no especificada",""
"416","N189",14,"Insuficiencia renal cronica, no especificada",""
"417","N200",4,"Calculo del riñon",""
"418","N201",5,"Calculo del ureter",""
"419","N209",2,"Calculo urinario, no especificado",""
"420","N210",1,"Calculo en la vejiga",""
"421","N211",1,"Calculo en la uretra",""
"422","N359",1,"Estrechez uretral, no especificada",""
"423","N390",22,"Infeccion de vias urinarias, sitio no especificado",""
"424","N393",2,"Incontinencia urinaria por tension",""
"425","N394",1,"Otras incontinencias urinarias especificadas",""
"426","N410",2,"Prostatitis aguda",""
"427","N432",1,"Otras hidroceles",""
"428","N433",2,"Hidrocele, no especificado",""
"429","N450",1,"Orquitis, epididimitis y orquiepididimitis con absceso",""
"430","N459",1,"Orquitis, epididimitis y orquiepididimitis sin absceso",""
"431","N488",3,"Otros trastornos especificados del pene",""
"432","N492",1,"Trastornos inflamatorios del escroto",""
"433","N609",1,"Displasia mamaria benigna, sin otra especificacion",""
"434","N709",4,"Salpingitis y ooforitis, no especificadas",""
"435","N738",1,"Otras enfermedades inflamatorias pelvicas femeninas",""
"436","N739",4,"Enfermedad inflamatoria pelvica femenina, no especificada",""
"437","N750",1,"Quiste de la glandula de bartholin",""
"438","N751",1,"Absceso de la glandula de bartholin",""
"439","N758",2,"Otras enfermedades de la glandula de bartholin",""
"440","N800",1,"Endometriosis del utero",""
"441","N816",1,"Rectocele",""
"442","N818",2,"Otros prolapsos genitales femeninos",""
"443","N819",2,"Prolapso genital femenino, no especificado",""
"444","N831",1,"Quiste del cuerpo amarillo",""
"445","N832",2,"Otros quistes ovaricos y los no especificados",""
"446","N835",1,"Torsion de ovario, pediculo de ovario y trompa de falopio",""
"447","N840",5,"Polipo del cuerpo del utero",""
"448","N851",6,"Hiperplasia adenomatosa del endometrio",""
"449","N857",1,"Hematometra",""
"450","N907",1,"Quiste de la vulva",""
"451","N921",3,"Menstruacion excesiva y frecuente con ciclo irregular",""
"452","N930",1,"Hemorragia postcoito y postcontacto",""
"453","N939",1,"Hemorragia vaginal y uterina anormal, no especificada",""
"454","N950",3,"Hemorragia postmenopausica",""
"455","N971",1,"Infertilidad femenina de origen tubarico",""
"456","O009",5,"Embarazo ectopico, no especificado",""
"457","O019",1,"Mola hidatiforme, no especificada",""
"458","O020",1,"Detencion del desarrollo del huevo y mola no hidatiforme",""
"459","O021",14,"Aborto retenido",""
"460","O034",3,"Aborto espontaneo: incompleto, sin complicacion",""
"461","O038",1,"Aborto espontaneo: completo o no especificado, con otras complicaciones especificadas y las no especificadas",""
"462","O039",12,"Aborto espontaneo: completo o no especificado, sin complicacion",""
"463","O061",2,"Aborto no especificado: incompleto, complicado por hemorragia excesiva o tardia",""
"464","O064",4,"Aborto no especificado: incompleto, sin complicacion",""
"465","O069",1,"Aborto no especificado: completo o no especificado, sin complicacion",""
"466","O081",2,"Hemorragia excesiva o tardia consecutiva al aborto, al embarazo ectopico y al embarazo molar",""
"467","O100",4,"Hipertension esencial preexistente que complica el embarazo, el parto y el puerperio",""
"468","O121",1,"Proteinuria gestacional",""
"469","O140",1,"Preeclampsia moderada",""
"470","O149",1,"Preeclampsia, no especificada",""
"471","O159",1,"Preeclampsia, en periodo no especificado",""
"472","O200",13,"Amenaza de aborto",""
"473","O210",2,"Hiperemesis gravidica leve",""
"474","O230",4,"Infeccion del riñon en el embarazo",""
"475","O239",10,"Otras infeccion y las no especificadas de las vias genitourinarias en el embarazo",""
