"","id10","N","dec10","grp10"
"115","I471",2,"Taquicardia supraventricular",""
"116","I490",4,"Fibrilacion y aleteo ventricular",""
"117","I500",3,"Insuficiencia cardiaca congestiva",""
"118","I509",4,"Insuficiencia cardiaca, no especificada",""
"119","I610",1,"Hemorragia intracerebral en hemisferio, subcortical",""
"120","I619",3,"Hemorragia intraencefalica, no especificada",""
"121","I633",2,"Infarto cerebral debido a trombosis de arterias cerebrales",""
"122","I678",8,"Otras enfermedades cerebrovasculares especificadas",""
"123","I679",1,"Enfermedad cerebrovascular, no especificada",""
"124","I713",1,"Ruptura de aneurisma de la aorta abdominal",""
"125","I739",1,"Enfermedad vascular periferica, no especificada",""
"126","I770",1,"Fistula arteriovenosa, adquirida",""
"127","I776",1,"Arteritis, no especificada",""
"128","I778",1,"Otros trastornos especificados de arterias y arteriolas",""
"129","I779",1,"Trastornos de arterias y arteriolas, no especificado",""
"130","I802",1,"Flebitis y tromboflebitis de otros vasos profundos de los miembros inferiores",""
"131","I803",1,"Flebitis y tromboflebitis de los miembros inferiores, no especificada",""
"132","I829",2,"Embolia y trombosis de vena no especificada",""
"133","I830",4,"Venas varicosas de los miembros inferiores con ulcera",""
"134","I832",2,"Venas varicosas de los miembros inferiores con ulcera e inflamacion",""
"135","I839",2,"Venas varicosas de los miembros inferiores sin ulcera ni inflamacion",""
"136","I849",3,"Hemorroides no especificadas, sin complicacion",""
"137","I850",1,"Varices esofagicas con hemorragia",""
"138","I868",1,"Varices en otros sitios especificados",""
"139","I889",2,"Linfadenitis inespecifica no especificada",""
"140","J068",1,"Otras infecciones agudas de sitios multiples de las vias respiratorias superiores",""
"141","J069",1,"Infeccion aguda de las vias respiratorias superiores, no especificada",""
"142","J111",1,"Influenza con otras manifestaciones respiratorias, virus no identificado",""
"143","J121",1,"Neumonia debida a virus sincitial respiratorio",""
"144","J129",3,"Neumonia viral, no especificada",""
"145","J159",1,"Neumonia bacteriana, no especificada",""
"146","J180",1,"Bronconeumonia, no especificada",""
"147","J189",60,"Neumonia, no especificada",""
"148","J209",6,"Bronquitis aguda, no especificada",""
"149","J210",1,"Bronquiolitis aguda debida a virus sincitial respiratorio",""
"150","J219",1,"Bronquiolitis aguda, no especificada",""
"151","J329",1,"Sinusitis cronica, no especificada",""
"152","J342",4,"Desviacion del tabique nasal",""
"153","J343",1,"Hipertrofia de los cornetes nasales",""
"154","J351",3,"Hipertrofia de las amigdalas",""
"155","J352",1,"Hipertrofia de las adenoides",""
"156","J353",1,"Hipertrofia de las amigdalas con hipertrofia de las adenoides",""
"157","J358",1,"Otras enfermedades cronicas de las amigdalas y de las adenoides",""
"158","J387",1,"Otras enfermedades de la laringe",""
"159","J459",3,"Asma, no especificada",""
"160","J690",2,"Neumonitis debida a aspiracion de alimento o vomito",""
"161","J853",1,"Absceso del mediastino",""
"162","J931",1,"Otros tipos de neumotorax espontaneo",""
"163","J969",3,"Insuficiencia respiratoria, no especificada",""
"164","J981",3,"Colapso pulmonar",""
"165","J984",2,"Otros trastornos del pulmon",""
"166","J989",1,"Trastorno respiratorio, no especificado",""
"167","K071",1,"Anomalias de la relacion maxilobasilar",""
"168","K073",1,"Anomalias de la posicion del diente",""
"169","K098",1,"Otros quistes de la region bucal, no clasificados en otra parte",""
"170","K122",1,"Celulitis y absceso de boca",""
"171","K219",2,"Enfermedad del reflujo gastroesofagico sin esofagitis",""
"172","K225",1,"Diverticulo del esofago, adquirido",""
"173","K250",1,"Ulcera gastrica aguda con hemorragia",""
"174","K259",1,"Ulcera gastrica no especificada como aguda ni cronica, sin hemorragia ni perforacion",""
"175","K264",1,"Ulcera duodenal cronica o no especificada, con hemorragia",""
"176","K274",1,"Ulcera peptica, de sitio no especificado cronica o no especificada, con hemorragia",""
"177","K297",1,"Gastritis, no especificada",""
"178","K400",2,"Hernia inguinal bilateral con obstruccion, sin gangrena",""
"179","K402",1,"Hernia inguinal bilateral, sin obstruccion ni gangrena",""
"180","K409",14,"Hernia inguinal unilateral o no especificada, sin obstrucion ni gangrena",""
"181","K413",1,"Hernia femoral unilateral o no especificada, con obstruccion, sin gangrena",""
"182","K429",2,"Hernia umbilical sin obstruccion ni gangrena",""
"183","K430",1,"Hernia ventral con obstruccion, sin gangrena",""
"184","K439",5,"Hernia ventral sin obstruccion ni gangrena",""
"185","K529",1,"Colitis y gastroenteritis no infecciosas, no especificadas",""
"186","K566",4,"Otras obstrucciones intestinales y las no especificadas",""
"187","K579",2,"Enfermedad diverticular del intestino, parte no especificada, sin perforacion ni absceso",""
"188","K591",1,"Diarrea funcional",""
"189","K593",1,"Megacolon, no clasificado en otra parte",""
"190","K601",1,"Fisura anal cronica",""
"191","K610",2,"Absceso anal",""
"192","K628",1,"Otras enfermedades especificadas del ano y del recto",""
"193","K639",1,"Enfermedad del intestino, no especificada",""
"194","K650",1,"Peritonitis aguda",""
"195","K659",1,"Peritonitis, no especificada",""
"196","K710",1,"Enfermedad toxica del higado, con colestasis",""
"197","K746",1,"Otras cirrosis del higado y la no especificadas",""
"198","K750",1,"Absceso del higado",""
"199","K766",1,"Hipertension portal",""
"200","K769",3,"Enfermedad del higado, no especificada",""
"201","K800",3,"Calculo de la vesicula biliar con colecistitis aguda",""
"202","K802",12,"Calculo de la vesicula biliar sin colecistitis",""
"203","K804",1,"Calculo de conducto biliar con colecistitis",""
"204","K805",1,"Calculo de conducto biliar sin colangitis ni colecistitis",""
"205","K808",9,"Otras colelitiasis",""
"206","K810",12,"Colecistitis aguda",""
"207","K811",1,"Colecistitis cronica",""
"208","K819",1,"Colecistitis, no especificada",""
"209","K830",2,"Colangitis",""
"210","K831",1,"Obstruccion del conducto biliar",""
"211","K904",1,"Malabsorcion debida a intolerancia, no clasificada en otra parte",""
"212","K913",1,"Obstrucion intestinal postoperatoria",""
"213","K920",4,"Hematemesis",""
"214","K922",1,"Hemorragia gastrointestinal, no especificada",""
"215","L021",2,"Absceso cutaneo, furunculo y antrax de la cuello",""
"216","L022",2,"Absceso cutaneo, furunculo y antrax del tronco",""
"217","L023",1,"Absceso cutaneo, furunculo y antrax de gluteos",""
"218","L024",1,"Absceso cutaneo, furunculo y antrax de miembro",""
"219","L031",8,"Celulitis de otras partes de los miembros",""
"220","L032",1,"Celulitis de la cara",""
"221","L089",2,"Infeccion local de la piel y del tejido subcutaneo, no especificada",""
"222","L721",1,"Quiste tricodermico",""
"223","L905",1,"Fibrosis y afecciones cicatriciales de la piel",""
"224","L984",1,"Ulcera cronica de la piel, no clasificada en otra parte",""
"225","L989",1,"Trastorno de la piel y del tejido subcutaneo, no especificado",""
"226","M009",1,"Artritis piogena, no especificada",""
"227","M061",1,"Enfermedad de still de comienzo en el adulto",""
"228","M069",1,"Artritis reumatoide, no especificada",""
"229","M125",1,"Artropatia traumatica",""
"230","M169",10,"Coxartrosis, no especificada",""
"231","M173",1,"Otras gonartrosis postraumaticas",""
"232","M201",4,"Hallux valgus (adquirido)",""
"233","M215",1,"Mano o pie en garra o en talipes, pie equinovaro o zambo adquiridos",""
"234","M230",1,"Menisco quistico",""
"235","M231",1,"Menisco discoide (congenito)",""
"236","M232",3,"Trastorno del menisco debido a desgarro o lesion antigua",""
"237","M233",2,"Otros trastornos de los meniscos",""
"238","M313",1,"Granulomatosis de wegener",""
"239","M329",1,"Lupus eritematoso sistemico, sin otra especificacion",""
"240","M353",1,"Polimialgia reumatica",""
"241","M412",1,"Otras escoliosis idiopaticas",""
"242","M469",2,"Espondilopatia inflamatoria, no especificada",""
"243","M480",1,"Estenosis espinal",""
"244","M502",1,"Otros desplazamientos del disco cervical",""
"245","M512",9,"Otros desplazamientos especificados de disco intervertebral",""
"246","M519",1,"Trastornos de los discos intervertebrales, no especificado",""
"247","M545",1,"Lumbago no especificado",""
"248","M624",1,"Contractura muscular",""
"249","M628",1,"Otros trastornos especificados de los musculos",""
"250","M651",1,"Otras (teno) sinovitis infecciosas",""
"251","M654",1,"Tenosinovitis de estiloides radial [de quervain]",""
"252","M659",1,"Sinovitis y tenosinovitis, no especificada",""
"253","M712",1,"Quiste sinovial del hueco popliteo [de baker]",""
"254","M750",1,"Capsulitis adhesiva del hombro",""
"255","M751",2,"Sindrome de manguito rotatorio",""
"256","M869",3,"Osteomielitis, no especificada",""
"257","M940",1,"Sindrome de la articulacion condrocostal [tietze]",""
"258","N051",1,"Sindrome nefritico no especificado: lesiones glomerulares focales y segmentarias",""
"259","N189",6,"Insuficiencia renal cronica, no especificada",""
"260","N201",4,"Calculo del ureter",""
"261","N390",13,"Infeccion de vias urinarias, sitio no especificado",""
"262","N393",2,"Incontinencia urinaria por tension",""
"263","N394",1,"Otras incontinencias urinarias especificadas",""
"264","N410",2,"Prostatitis aguda",""
"265","N600",1,"Quiste solitario de la mama",""
"266","N751",2,"Absceso de la glandula de bartholin",""
"267","N758",1,"Otras enfermedades de la glandula de bartholin",""
"268","N765",1,"Ulceracion de la vagina",""
"269","N800",2,"Endometriosis del utero",""
"270","N808",1,"Otras endometriosis",""
"271","N809",2,"Endometriosis, no especificada",""
"272","N819",5,"Prolapso genital femenino, no especificado",""
"273","N830",1,"Quiste folicular del ovario",""
"274","N851",1,"Hiperplasia adenomatosa del endometrio",""
"275","N852",1,"Hipertrofia del utero",""
"276","N871",3,"Displasia cervical moderada",""
"277","N898",1,"Otros trastornos especificados no inflamatorios de la vagina",""
"278","N904",1,"Leucoplasia de la vulva",""
"279","N921",5,"Menstruacion excesiva y frecuente con ciclo irregular",""
"280","N939",3,"Hemorragia vaginal y uterina anormal, no especificada",""
"281","N946",1,"Dismenorrea, no especificada",""
"282","N950",1,"Hemorragia postmenopausica",""
"283","N951",2,"Estados menopausicos y climatericos femeninos",""
"284","N979",2,"Infertilidad femenina, no especificada",""
"285","O009",2,"Embarazo ectopico, no especificado",""
"286","O021",20,"Aborto retenido",""
"287","O039",7,"Aborto espontaneo: completo o no especificado, sin complicacion",""
"288","O069",7,"Aborto no especificado: completo o no especificado, sin complicacion",""
"289","O100",2,"Hipertension esencial preexistente que complica el embarazo, el parto y el puerperio",""
"290","O149",2,"Preeclampsia, no especificada",""
"291","O200",7,"Amenaza de aborto",""
"292","O211",1,"Hiperemesis gravidica con trastornos metabolicos",""
"293","O230",2,"Infeccion del riñon en el embarazo",""
"294","O231",1,"Infeccion de la vejiga urinaria en el embarazo",""
"295","O239",4,"Otras infeccion y las no especificadas de las vias genitourinarias en el embarazo",""
"296","O244",2,"Diabetes mellitus que se origina en el embarazo",""
"297","O268",3,"Otras complicaciones especificadas relacionadas con el embarazo",""
"298","O269",1,"Complicacion relacionada con el embarazo, no especificada",""
"299","O335",1,"Atencion materna por desproporcion debida a feto demasiado grande",""
"300","O342",1,"Atencion materna por cicatriz uterina debida a cirugia previa",""
"301","O364",1,"Atencion materna por muerte intrauterina",""
"302","O365",1,"Atencion materna por deficit del crecimiento fetal",""
"303","O368",1,"Atencion materna por otros problemas fetales especificados",""
"304","O429",2,"Ruptura prematura de las membranas, sin otra especificacion",""
"305","O469",1,"Hemorragia anteparto, no especificada",""
"306","O470",11,"Falso trabajo de parto antes de la 37 semanas completas de gestacion",""
"307","O471",5,"Falso trabajo de parto antes de la 37 y mas semanas completas de gestacion",""
"308","O479",2,"Falso trabajo de parto sin otra especificacion",""
"309","O641",1,"Trabajo de parto obstruido debido a presentacion de nalgas",""
"310","O655",11,"Trabajo de parto obstruido debido a anomalias de los organos pelvianos maternos",""
"311","O689",1,"Trabajo de parto y parto complicados por sufrimiento fetal, sin otra especificacion",""
"312","O800",4,"Parto unico espontaneo, presentacion cefalica de vertice",""
"313","O809",68,"Parto unico espontaneo, sin otra especificacion",""
"314","O820",22,"Parto por cesarea electiva",""
"315","O829",61,"Parto por cesarea, sin otra especificacion",""
"316","O831",1,"Otros partos unicos asistidos, de nalgas",""
"317","O842",2,"Parto multiple, todos por cesarea",""
"318","O995",2,"Enfermedades del sistema respiratorio que complican el embarazo, el parto y el puerperio",""
"319","O996",1,"Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio",""
"320","P002",1,"Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre",""
"321","P009",1,"Feto y recien nacido afectados por afeccion materna no especificada",""
"322","P072",1,"Inmaturidad extrema",""
"323","P073",1,"Otros recien nacidos pretermino",""
"324","P209",1,"Hipoxia intrauterina, no especificada",""
"325","P210",1,"Asfixia del nacimiento, severa",""
"326","P220",3,"Sindrome de dificultad respiratoria del recien nacido",""
"327","P240",1,"Aspiracion neonatal de meconio",""
"328","P369",3,"Sepsis bacteriana del recien nacido, no especificada",""
"329","P551",2,"Incompatibilidad abo del feto y del recien nacido",""
"330","P593",1,"Ictericia neonatal por inhibidor de la leche materna",""
"331","P599",9,"Ictericia neonatal, no especificada",""
"332","P611",1,"Policitemia neonatal",""
"333","Q105",1,"Estenosis y estrechez congenitas del conducto lagrimal",""
"334","Q175",1,"Oreja prominente",""
"335","Q212",1,"Defecto del tabique auriculoventricular",""
"336","Q213",1,"Tetralogia de fallot",""
"337","Q315",1,"Laringomalacia congenita",""
"338","Q359",1,"Fisura del paladar, sin otra especificacion",""
"339","Q501",1,"Quiste en desarrollo del ovario",""
"340","Q502",1,"Torsion congenita del ovario",""
"341","Q530",1,"Ectopia testicular",""
"342","Q539",2,"Testiculo no descendido, sin otra especificacion",""
"343","Q541",1,"Hipospadias peneana",""
"344","Q651",1,"Luxacion congenita de la cadera, bilateral",""
"345","Q667",1,"Pie cavus",""
"346","Q668",1,"Otras deformidades congenitas de los pies",""
"347","Q870",1,"Sindromes de malformaciones congenitas que afectan principalmente la apariencia facial",""
"348","R001",1,"Bradicardia, no especificada",""
"349","R040",1,"Epistaxis",""
"350","R041",1,"Hemorragia de la garganta",""
"351","R042",1,"Hemoptisis",""
"352","R072",1,"Dolor precordial",""
"353","R073",1,"Otros dolores en el pecho",""
"354","R100",1,"Abdomen agudo",""
"355","R104",1,"Otros dolores abdominales y los no especificados",""
"356","R402",1,"Coma, no especificado",""
"357","R509",3,"Fiebre, no especificada",""
"358","R560",3,"Convulsiones febriles",""
"359","R568",3,"Otras convulsiones y las no especificadas",""
"360","R629",1,"Falta del desarrollo fisiologico normal esperado sin otra especificacion",""
"361","R688",1,"Otros sintomas y signos generales especificados",""
"362","S001",1,"Contusion de los parpados y de la region periocular",""
"363","S012",1,"Herida de la nariz",""
"364","S017",1,"Heridas multiples de la cabeza",""
"365","S022",1,"Fractura de los huesos de la nariz",""
"366","S026",1,"Fractura del maxilar inferior",""
"367","S052",1,"Laceracion y ruptura ocular con prolapso o perdida del tejido intraocular",""
"368","S069",3,"Traumatismo intracraneal, no especificado",""
"369","S099",3,"Traumatismo de la cabeza, no especificado",""
"370","S208",1,"Traumatismo superficial de otras partes y de las no especificadas del torax",""
"371","S223",1,"Fractura de costilla",""
"372","S224",1,"Fracturas multiples de costilla",""
"373","S229",1,"Fractura del torax oseo, parte no especificada",""
"374","S309",1,"Traumatismo superficial del abdomen, de la region lumbosacra y de la pelvis, parte no especificada",""
"375","S399",1,"Traumatismo no especificado del abdomen, de la region lumbosacra y de la pelvis",""
"376","S420",1,"Fractura de la clavicula",""
"377","S424",1,"Fractura de la epifisis inferior del humero",""
"378","S429",2,"Fractura del hombro y del brazo, parte no especificada",""
"379","S430",2,"Luxacion de la articulacion del hombro",""
"380","S510",1,"Herida del codo",""
"381","S520",1,"Fractura de la epifisis superior del cubito",""
"382","S522",1,"Fractura de la diafisis del cubito",""
"383","S526",1,"Fractura de la epifisis inferior del cubito y del radio",""
"384","S528",2,"Fractura de otras partes del antebrazo",""
"385","S529",1,"Fractura del antebrazo, parte no especificada",""
"386","S563",1,"Traumatismo de tendones y musculos abductores y extensores del pulgar a nivel del antebrazo",""
"387","S610",1,"Herida de dedo(s) de la mano, sin daño de la(s) uña(s)",""
"388","S619",3,"Herida de la muñeca y de la mano, parte no especificada",""
"389","S626",3,"Fractura de otro dedo de la mano",""
"390","S628",5,"Fractura de otras partes y de las no especificadas de la muñeca y de la mano",""
"391","S661",1,"Traumatismo del tendon y musculo flexor de otro dedo a nivel de la muñeca y de la mano",""
"392","S667",1,"Traumatismo de multiples tendones y musculos extensores a nivel de la muñeca y de la mano",""
"393","S670",1,"Traumatismo por aplastamiento del pulgar y otro(s) dedo(s)",""
"394","S681",1,"Amputacion traumatica de otro dedo unico (completa) (parcial)",""
"395","S711",1,"Herida del muslo",""
"396","S720",6,"Fractura del cuello del femur",""
"397","S721",2,"Fractura pertrocanteriana",""
"398","S729",2,"Fractura del femur, parte no especificada",""
"399","S820",5,"Fractura de la rotula",""
"400","S822",2,"Fractura de la diafisis de la tibia",""
"401","S828",5,"Fractura de otras partes de la pierna",""
"402","S829",1,"Fractura de la pierna, parte no especificada",""
"403","S831",1,"Luxacion de la rodilla",""
"404","S832",3,"Desgarro de meniscos, presente",""
"405","S860",2,"Traumatismo del tendon de aquiles",""
"406","S923",1,"Fractura de hueso del metatarso",""
"407","S925",2,"Fractura de los huesos de otro(s) dedo(s) del pie",""
"408","S930",1,"Luxacion de la articulacion del tobillo",""
"409","S931",1,"Luxacion de dedo(s) del pie",""
"410","S933",1,"Luxacion de otros sitios y los no especificados del pie",""
"411","T009",1,"Traumatismos superficiales multiples, no especificados",""
"412","T131",1,"Herida de miembro inferior, nivel no especificado",""
"413","T140",1,"Traumatismos superficial de region no especificada del cuerpo",""
"414","T222",1,"Quemadura del hombro y miembro superior, de segundo grado, excepto de la muñeca y de la mano",""
"415","T240",1,"Quemadura de la cadera y del miembro inferior, grado no especificado, excepto tobillo y pie",""
"416","T290",1,"Quemaduras de multiples regiones, grado no especificado",""
"417","T310",2,"Quemaduras que afectan menos del 10% de la superficie del cuerpo",""
"418","T311",3,"Quemaduras que afectan del 10% al 19% de la superficie del cuerpo",""
"419","T424",1,"Envenenamiento por antiepilepticos, hipnoticos",""
"420","T568",1,"Efecto toxico de metales: otros metales",""
"421","T598",1,"Efecto toxico de gases, humos y vapores: otros gases, humos y vapores especificados",""
"422","T604",1,"Efecto toxico de plaguicidas [pesticidas]: rodenticidas",""
"423","T633",1,"Efecto toxico del contacto con animales venenosos: veneno de arañas",""
"424","T813",1,"Desgarro de herida operatoria, no clasificado en otra parte",""
"425","T814",6,"Infeccion consecutiva a procedimiento, no clasificada en otra parte",""
"426","T818",1,"Otras complicaciones de procedimientos, no clasificadas en otra parte",""
"427","T829",1,"Complicacion no especificada de dispositivo protesico, implante e injerto cardiovascular",""
"428","T905",1,"Secuelas de traumatismo intracraneal",""
"429","Z018",2,"Otros examenes especiales especificados",""
"430","Z031",1,"Observacion por sospecha de tumor maligno",""
"431","Z038",1,"Observacion por sospecha de otras enfermedades y afecciones",""
"432","Z092",1,"Examen de seguimiento consecutivo a quimioterapia por otras afecciones",""
"433","Z136",1,"Examen de pesquisa especial para trastornos cardiovasculares",""
"434","Z138",1,"Examen de pesquisa especial para otras enfermedades y trastornos especificados",""
"435","Z302",2,"Esterilizacion",""
"436","Z352",2,"Supervision de embarazo con otro riesgo en la historia obstetrica o reproductiva",""
"437","Z359",6,"Supervision de embarazo de alto riesgo, sin otra especificacion",""
"438","Z381",1,"Producto unico, nacido fuera de hospital",""
"439","Z392",5,"Seguimiento postparto, de rutina",""
"440","Z419",2,"Procedimientos no especificado para otros propositos que no sean los de mejorar el estado de salud",""
"441","Z421",1,"Cuidados posteriores a la cirugia plastica de la mama",""
"442","Z450",2,"Asistencia y ajuste de marcapaso cardiaco",""
"443","Z470",1,"Cuidados posteriores a la extraccion de placa u otro dispositivo de fijacion interna en fractura",""
"444","Z503",1,"Rehabilitacion del drogadicto",""
"445","Z509",5,"Atencion por procedimiento de rehabilitacion, no especificada",""
"446","Z510",1,"Sesion de radioterapia",""
"447","Z511",1,"Sesion de quimioterapia por tumor",""
"448","Z512",2,"Otra quimioterapia",""
"449","Z515",1,"Atencion paliativa",""
"450","Z540",7,"Convalecencia consecutiva a cirugia",""
"451","Z548",2,"Convalecencia consecutiva a otros tratamientos",""
"452","Z549",1,"Convalecencia consecutiva a tratamiento no especificado",""
"453","Z915",3,"Historia personal de lesion autoinfligida intencionalmente",""
"454","Z931",1,"Gastrostomia",""
